date,home_team,away_team,home_score,away_score,tournament,neutral
2026-07-15,Colombia,Brazil,0,4,FIFA World Cup,True
2026-07-15,Denmark,Paraguay,2,1,FIFA World Cup,True
2026-07-16,Peru,Paraguay,5,1,FIFA World Cup,True
2026-07-17,Netherlands,Japan,4,1,FIFA World Cup,True
2026-07-18,Netherlands,Sweden,6,0,FIFA World Cup,True
2026-07-19,Netherlands,Algeria,10,0,FIFA World Cup,True
2026-07-20,Japan,Sweden,4,0,FIFA World Cup,True
2026-07-21,Japan,Algeria,6,0,FIFA World Cup,True
2026-07-22,Sweden,Algeria,1,1,FIFA World Cup,True
2026-07-23,Germany,Senegal,2,0,FIFA World Cup,True
2026-07-24,Germany,Wales,4,0,FIFA World Cup,True
2026-07-25,Germany,Chile,6,0,FIFA World Cup,True
2026-07-26,Senegal,Wales,0,2,FIFA World Cup,True
2026-07-27,Senegal,Chile,5,0,FIFA World Cup,True
2026-07-28,Wales,Chile,3,0,FIFA World Cup,True
2026-07-29,Belgium,Serbia,5,0,FIFA World Cup,True
2026-07-30,Belgium,Tunisia,3,0,FIFA World Cup,True
2026-07-31,Belgium,Panama,5,0,FIFA World Cup,True
2026-08-01,Serbia,Tunisia,2,0,FIFA World Cup,True
2026-08-02,Serbia,Panama,3,0,FIFA World Cup,True
2026-08-03,Tunisia,Panama,5,0,FIFA World Cup,True
2026-08-04,Italy,Ecuador,4,1,FIFA World Cup,True
2026-08-05,Italy,Iran,5,1,FIFA World Cup,True
2026-08-06,Italy,Jamaica,8,0,FIFA World Cup,True
2026-08-07,Ecuador,Iran,2,0,FIFA World Cup,True
2026-08-08,Ecuador,Jamaica,6,0,FIFA World Cup,True
2026-08-09,Iran,Jamaica,3,0,FIFA World Cup,True
2026-08-10,Croatia,South Korea,4,2,FIFA World Cup,True
2026-08-11,Croatia,Ghana,7,0,FIFA World Cup,True
2026-08-12,Croatia,New Zealand,6,0,FIFA World Cup,True
2026-08-13,South Korea,Ghana,3,0,FIFA World Cup,True
2026-08-14,South Korea,New Zealand,2,0,FIFA World Cup,True
2026-08-15,Ghana,New Zealand,1,0,FIFA World Cup,True
2026-08-16,Uruguay,Poland,3,0,FIFA World Cup,True
2026-08-17,Uruguay,Egypt,5,0,FIFA World Cup,True
2026-08-18,Uruguay,Honduras,6,0,FIFA World Cup,True
2026-08-19,Poland,Egypt,1,1,FIFA World Cup,True
2026-08-20,Poland,Honduras,5,0,FIFA World Cup,True
2026-08-21,Egypt,Honduras,5,0,FIFA World Cup,True
